Artical Id,Artical Title,Artical Data,,,,,
,,,,,,,
130,['Boxing Federation of India invites application for new foreign coach'],"[""The Boxing Federation of India (BFI) has initiated the process of hiring a new foreign coach following a lackluster performance by the nation's boxers at the Paris Olympics. The decision comes in the wake of the Indian contingent's failure to secure any medals at the prestigious event. Despite the presence of current world champions Nikhat Zareen and Lovlina Borgohain the Indian boxers were unable to replicate their earlier successes on the Olympic stage."""," ""The Boxing Federation of India (BFI) has initiated the process of hiring a new foreign coach following a lackluster performance by the nation's boxers at the Paris Olympics. The decision comes in the wake of the Indian contingent's failure to secure any medals at the prestigious event. Despite the presence of current world champions Nikhat Zareen and Lovlina Borgohain the Indian boxers were unable to replicate their earlier successes on the Olympic stage.""]",,,,
,,,,,,,
131,['Paris Olympics: No medal for Indian boxers a result of poor planning'],['Indian boxers returned from Paris with no medals despite strong contenders like Lovlina Borgohain and Nikhat Zareen. Poor planning and undue reliance on foreign coaches were cited as reasons. Evaluation tests and lack of selection trials added to the disappointment. Anoop Kumar and Jagdeep Hooda highlighted these shortcomings emphasizing the need for accountability from the Boxing Federation of India.'," 'Lovlina Borgohain. (Photo by Richard Pelham/Getty Images)Indian boxers returned from Paris with zero medals despite boasting of some proven performers in Tokyo Games bronze winner Lovlina Borgohain two-time world championships gold medallist Nikhat Zareen and Asian and CWG champion Amit Panghal. Only Nishant Dev showed promise and fought his heart out in a close bout in the men\'s 71kg quarterfinal.The pugilists\' disappointing show has much to do with the Boxing Federation of India\'s (BFI) poor planning overdependence on foreign experts lack of trust in Indian coaches and introduction of a much-debatable evaluation test system at its national camps.""It was an underwhelming performance by our boxers. We should have won at least two boxing medals. The authorities and federation must answer what they do to prepare our boxers for the Games"" said Anoop Kumar former head coach of the Indian women\'s boxing team.Another coaching veteran Jagdeep Hooda who trained both the men\'s and women\'s national teams from 2004-22 pinned the blame on the BFI\'s overdependence on foreign coaches and lack of quality sparring partners.  BY TABOOLASPONSORED LINKSYOU MAY LIKETop traders did $8M! Can you make it this year?iFOREXSign Up""Between the Tokyo and Paris Olympics cycle three head coaches were changed making it difficult for our boxers to follow any particular coaching style. Then the two foreign coaches - Bernand Dunne and Dmitry Dmitruk introduced the evaluation tests in camps and did away with the tried-and-tested process of holding selection trials"" said Hooda.BOXING: ATHLETES: 6 | MEDAL: 0']",,,,
,,,,,,,
132,['Terence Crawford dethrones Israil Madrimov for WBA super-welterweight title'],['Undefeated Terence Crawford made a triumphant super-welterweight debut on Saturday dethroning previously unbeaten Israil Madrimov to capture a 154-pound world boxing title by unanimous decision.'," 'Terence Crawford (Photo: @MichaelBensonn on X)Terence Crawford the undefeated American boxer made a successful debut in the super-welterweight division on Saturday night. He defeated the previously unbeaten Israil Madrimov by unanimous decision to claim the World Boxing Association title.The judges scored the bout 116-112 115-113 and 115-113 in favour of Crawford.With this victory the 36-year-old southpaw extended his perfect professional record to 41-0.Crawford has now held world titles in four weight classes having previously reigned as an undisputed champion at welterweight and light-welterweight as well as a lightweight world champion.Madrimov a 29-year-old from Uzbekistan suffered his first professional loss dropping to 10-1-1.  BY TABOOLASPONSORED LINKSYOU MAY LIKETop traders did $8M! Can you make it this year?iFOREXSign UpDespite securing the win Crawford\'s impressive streak of 11 consecutive stoppage victories over the past eight years came to an end. Madrimov became the first opponent to take Crawford the full distance since Viktor Postol of Ukraine did so in 2016.""Israil was a tough competitor"" Crawford said. ""He\'s real strong. He\'s durable. He took a lot of good shots. He got me to round 12.""Terence Crawford\'s move up in weight class from welterweight (147 pounds) to junior middleweight (154 pounds) had been accompanied by discussions of a potential future fight against Canelo Alvarez at super middleweight (168 pounds).However Crawford\'s plans were nearly derailed by Madrimov who came close to handing the American his first professional loss.""He had fast speed a good rhythm upstairs and he was strong. He was very disciplined and he fought a good fight"" Crawford said.""I was being patient. I didn\'t want to rush in with anything. That\'s how I got caught a couple times I tried to eat too soon. You could feel the difference. He\'s a strong guy.""Crawford called an Alvarez fight ""another milestone to greatness"" and added ""if the money is right we\'ve got to fight.""""I fought the best pound-for-pound fighter in the world and I felt I did enough because I am the champion I was controlling the rhythm I felt very comfortable"" Madrimov said through a translator..""I did very well. At least I deserve a rematch.""In another championship bout on the undercard Jose Valenzuela a left-handed boxer from the United States secured the WBA world super-lightweight title. He achieved this by winning a split decision over Isaac Cruz of Mexico after a grueling 12-round contest.Valenzuela\'s record now stands at an impressive 14 wins and 2 losses after the bout.Cruz who made his first title defense since capturing the crown last March by stopping American Rolando Romero in the eighth round saw his record drop to 26 wins 3 losses and 1 draw. In the ring Cruz expressed his desire for a rematch.']",,,,
,,,,,,,
133,['Unseeded Nikhat Zareen gets tough draw in Paris Olympics'],['India’s two-time world champion Nikhat Zareen and Tokyo Olympics bronze medallist Lovlina Borgohain have been handed tough draws while their male counterparts have a relatively easier passage in the boxing competition in Paris Olympics. As was the case with her at the two previous World Championships and Hangzhou Asian Games Nikhat – one of the country’s biggest medal hopes in Paris – was unseeded for the Games in 50kg category due to issues between the IOC and now suspended IBA.'," ""Nikhat Zareen. (ANI Photo)NEW DELHI: India’s two-time world champion Nikhat Zareen and Tokyo Olympics bronze medallist Lovlina Borgohain have been handed tough draws while their male counterparts have a relatively easier passage in the boxing competition in Paris Olympics.As was the case with her at the two previous World Championships and Hangzhou Asian Games Nikhat – one of the country’s biggest medal hopes in Paris – was unseeded for the Games in 50kg category due to issues between the International Olympic Committee (IOC) and now suspended International Boxing Association (IBA).Following the IBA’s suspension in 2019 and the subsequent withdrawal of its recognition by the IOC the Tokyo 2020 and Paris 2024 Olympic boxing tournaments have been organised by boxing units set up by the IOC. Owing to this Nikhat’s twin titles at the IBA-recognised Worlds in Istanbul (2022) and New Delhi (2023) haven’t been considered for seeding.At the Hangzhou Asiad too the 28-year-old boxer didn’t get the seeding which left her fighting top boxers from Bout 1 of the competition. In Paris Nikhat has received no byes which a top boxer of her stature should have got and will have to fight four bouts against tough opponents to make the final.Nikhat will open her campaign against Germany's Maxi Klotzer. If she is able to get past her then she will face top seed and reigning world champion in 52kg Wu Yu. If she passes this hurdle then she will be up against Uzbekistan’s Sabina Bobokulova or Thailand’s Chuthamat Raksat in the quarters. A win here against her opponent would guarantee the Indian a medal. In the semis she could face Mongolian Yesugen Oyuntsetseg Colombian Ingrit Valencia or Kazakh Nazym Kyzaibay. In the final she could potentially be up against Tokyo Olympics silver medallist Bus Naz Cakiroglu of Türkiye.Similarly Lovlina has been seeded eighth and is scheduled to meet her nemesis China’s Li Qian in the quarterfinals. Li Qian had defeated the Indian at the Hangzhou Asiad. If she is able to beat her Lovlina will run into a much tougher opponent in Cindy Ngamba of the Refugee team.""]",,,,
,,,,,,,
134,"[""Paris Olympics: Nikhat Zareen"," Lovlina Borgohain in tough half of women's boxing draw""]","[""Word champion Nikhat's potential second-round opponent is China's Wu Yu the defending Asian Games champion and top seed in the 50kg division. Lovlina may possibly have a quarterfinal against China's Li Qian who defeated her in the Asian Games women's 75 kg final last year."""," ""Members of the Indian boxing contingent in Paris (Photo: @BFI_official on X)Reigning world champion Nikhat Zareen and Lovlina Borgohain two of India's top hopes in women's boxing at the Paris Olympics face challenging opponents in their respective weight categories according to the draws that have been announced.In the women's 50 kg boxing opening round Nikhat will face Germany's Carina Kloetzer. Her potential second-round opponent is China's Wu Yu the defending Asian Games champion and top seed in the division.TOP PICKS FOR YOUParis Olympics: Patient wiser Nikhat Zareen seeks to carve own destinyLovlina in Paris for Oly: Wishes pour in from stateWu Yu also holds the world championship title in the 52 kg category.Should Nikhat overcome the Chinese challenger she may encounter Thailand's Chuthamat Raksat or Uzbekistan's Sabina Bobokulova in the quarterfinals. Nikhat previously lost to the Uzbek boxer in the Strandja Memorial final in February where Sabina had also defeated Wu Yu in the semifinal. Additionally Chuthamat had bested Nikhat in the semifinals en route to her silver medal at the Asian Games in Hangzhou last year.Lovlina the Tokyo 2020 bronze medalist will begin her campaign in the women's 75 kg category against Norway's Sunniva Hofstad. In the quarterfinals she could potentially face China's Li Qian who defeated her in the Asian Games women's 75 kg final last year. Qian is also a two-time Olympic medalist.Jaismine Lamboria is set to face off against Nesthy Petecio the Tokyo 2020 silver medalist from the Philippines in her first match in the women's 57 kg category.Should Jaismine advance to the next round she will be pitted against Amina Zidani from France the current European champion in this weight class and the third seed in the tournament.In the round of 32 Preeti Pawar a bronze medalist from the Asian Games will square off against Vo Thi Kim Anh of Vietnam.In the men's boxing competition Amit Panghal and Nishant Dev will begin their journeys in the round of 16 of the 51 kg and 71 kg categories respectively after receiving byes in the opening round.Amit's first opponent will be Patrick Chinyemba from Zambia who secured a bronze medal at the 2022 Commonwealth Games. Meanwhile Nishant is slated to take on Jose Rodriguez Tenorio of Ecuador.The boxing events at the Paris 2024 Olympics are scheduled to commence with preliminary rounds on July 27 at the Arena Paris Nord.""]",,,
,,,,,,,
135,['Mary Kom: The lioness in winter'],['Mary Kom a former Olympic star opts for a low-key life away from the spotlight as the Paris Games near. Prioritizing family over sports she grapples with inner conflicts and a potential professional return. Amidst political mentions and personal battles the legacy of a sporting icon remains uncertain.'," 'HOME TRUTHS: A thoughtful Mary Kom at her residence in Delhi NCR. (TOI Photo)This is the Olympic season but Mary Kom India\'s brightest star not so long ago is happier away from the limelight than in it. It is a space she says of her own makingFARIDABAD: Mary Kom is not answering the door. The distant sounding echo of a cartoon show on TV is the only sign of activity inside her house. We gingerly open the door and step inside. Sleeping on the L-shaped sofa are two kids sleeping as only kids can - mouths open limbs sprawled.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchThey are Prince and Merlyn Kom just back from school and lost to the world.Mary Kom wouldn\'t answer the door because she\'s enjoying a late afternoon siesta or as we learn later just taking one because it is now an enforced routine.""Olympics?!"" She groggily waves off the obvious icebreaker a very mesh reaction to an obsession that had otherwise kept Mary Kom\'s fire burning for years an obsession that bordered on the unhealthy accused of being highly individualistic a selfishness that rubbed many the wrong way. All that never seemed to faze her in fact often famously spurring her further. But now?The Paris Games are only weeks away but India\'s most obstinate star doesn\'t appear too bothered. Mary Kom frighteningly fierce fabulously funny is not at home. The person sitting before us asking us tea is an impostor - distant distracted not just dazed from late afternoon sleep. ""There are issues you know…"" she says somberly.The other day over a week ago Mary Kom was present at the Indian contingent\'s Olympics kit and apparel launch. Standing alongside Karnam Malleswari the first Indian woman to win an Olympic medal and other erstwhile medal winners she was in a familiar setting but didn\'t linger on.A couple of weeks before that she had accompanied tennis and badminton stars Sania Mirza and Saina Nehwal on an episode of The Great Indian Kapil Show on Netflix where she mock-admonished the popular comedian - whose routine is often peppered with sexist jibes - not to anger her or else she\'ll knock him out. But she also laughed lots and seemed to be having fun. ""Brother that is Mary Kom for you. There is a public face there is a private face. You will never come to know what I\'m thinking what I\'m going through.""Mary Kom at an event in the run-up to the Paris Olympics. (ANI Photo)""I like to get ready and go out"" she grins. A newspaper snippet earlier this week mentioned how she surprised a crowd at a south Delhi bar by showing up and belting out a couple of old rock classics. Olivia Newton-John\'s \'Let Me Be There\' was one of the tracks she sang but Paris is a no-no.Earlier this week the Indian Olympic Association (IOA) announced that Beijing Games bronze winning shooter Gagan Narang would be India\'s chef-demission to Paris after the original appointment had withdrawn. It would have been a historic first for India - a sportsperson and a woman being the leader of the Indian contingent but Mary Kom was letting this one pass.""If I had the years with me Paris was definitely on my mind. That and that one colour (of the medal). I really wanted to go for these Olympics but \'family first\'. I really cannot leave my children"" she says.""Team India is in my heart but home comes first"" she says laughing at her effort at wordplay but hastens to add ""There are issues … at home. I would not have been able to do justice to it with my mind occupied elsewhere. The chef-de-mission is a huge responsibility.""""I briefed PT Usha ma\'am she understood immediately. I told her maybe next Olympics or next time whatever I\'ll probably be ready…"" she laughs raucously but it\'s soon replaced by inward grimace.In this Olympic season Mary Kom is predictably much in demand but she is choosing her appearances carefully. ""I have to manage home; the kids are growing up and this is a strange time. My mind is constantly at home.""Is this the lot of all superstars in the evening of their existence more women than men? The former Rajya Sabha MP is learning to play a whole new game - investments savings outreach tuition fees a withering brand.""I have a lot on my mind and I tend to get emotional it\'s only natural we are all human... I am so thankful for my workout and physio sessions it helps keep my mind off things. My physio and trainers are my greatest support.""Alone with her children here perhaps being back home could have been her other support but she is wary of returning to Manipur. ""We Koms are very scared we have to be alert all the time. We are a very small community and are caught in the crossfire between the Meiteis and Kukis one slip and they can confuse us as belonging to the other.""The day we meet Mary Kom was mentioned in the Parliament\'s opening session. While addressing the violence in Manipur Bimol Akoijam Congress MP from Inner Manipur in a midnight speech that has gone viral said ""You are dishonouring the likes of youths who hold the Tricolour on international platforms the likes of Mary Kom and Mirabai Chanu. You are saying you don\'t matter in this country your state doesn\'t matter… you must realise that these people have fought for this country.""But in her home Mary Kom is fighting another battle silently. As age approaches she\'s planning a professional return and as a younger generation takes over the Olympic dream memories of the past swirl in the head.""Inside I\'m burning no"" she says with a resigned sigh ""How can I say I am not missing the Olympics. But what to do…""']",,,,
,,,,,,,
136,['IBA appeals to Swiss federal court after CAS ruling on Olympics'],"[""The International Boxing Association (IBA) has taken legal action by appealing to the Swiss Federal Tribunal challenging a ruling made by the Court of Arbitration for Sport (CAS). The CAS had previously rejected the IBA's appeal against the International Olympic Committee's (IOC) decision to revoke the boxing governing body's Olympic recognition. The IOC's move came in response to the IBA's inability to address concerns related to its governance financial practices and ethical standards."""," 'The International Boxing Association (IBA) has taken legal action by appealing to the Swiss Federal Tribunal challenging a ruling made by the Court of Arbitration for Sport (CAS).The CAS had previously rejected the IBA\'s appeal against the International Olympic Committee\'s (IOC) decision to revoke the boxing governing body\'s Olympic recognition.The IOC\'s move came in response to the IBA\'s inability to address concerns related to its governance financial practices and ethical standards.As the IBA fights to regain its status a competing organization called World Boxing has emerged aiming to secure IOC recognition and ensure that the sport of boxing remains a part of the Olympic program beyond the upcoming Paris Games in 2024.The IBA currently under the leadership of Russian Umar Kremlev announced on Tuesday that it had filed an appeal with the Swiss court which will now examine the legality of the CAS decision.The CAS widely regarded as the highest authority in sports-related legal matters will have its ruling scrutinized by the Swiss Federal Tribunal.The outcome of this appeal could have significant implications for the future of boxing at the Olympic level and the ongoing power struggle between the IBA and its rival World Boxing.""We felt that CAS violated our right to be heard we felt that they didn’t properly analyse all the issues and the arguments that we put forward so we appealed to the court"" Reuters quoted Chris Roberts IBA General Secretary and CEO as saying.The International Olympic Committee (IOC) is currently responsible for organizing the boxing tournaments at the upcoming Paris Games. However the IOC has stated that it will not be able to continue this arrangement in the future.It is uncommon for the IOC to revoke recognition of an international sports federation although the Olympic program is subject to periodic changes with sports being added or removed.']",,,,
,,,,,,,
137,['Five Olympic-bound Indian boxers to train in Germany ahead of Paris Games'],['The Olympic Centre in Saarbrucken Germany will host the Indian boxers including Nikhat Zareen (50kg) the reigning world champion and Lovlina Borgohain (75kg) who clinched a bronze medal at the Tokyo Olympics. They will be training alongside national teams from various countries such as Ireland USA Mongolia Germany and Denmark.Read More'," 'Lovlina Borgohain. (File Pic - BFI Photo)NEW DELHI: The Indian boxing contingent with the exception of Amit Panghal the gold medallist from the Commonwealth Games is set to embark on a month-long training camp in Germany starting from June 28.This training stint is aimed at preparing the boxers for the upcoming Paris Olympics.The Olympic Centre in Saarbrucken Germany will host the Indian boxers including Nikhat Zareen (50kg) the reigning world champion and Lovlina Borgohain (75kg) who clinched a bronze medal at the Tokyo Olympics.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchThey will be training alongside national teams from various countries such as Ireland USA Mongolia Germany and Denmark.Nishant Dev (71Kg) who secured a bronze medal at the 2023 World Championships along with Preeti Pawar (54kg) and Jaismine Lamboria (57kg) will also be part of the training camp.  BY TABOOLASPONSORED LINKSYOU MAY LIKETop traders did $8M! Can you make it this year?iFOREXSign UpMeanwhile Panghal (51kg) will continue his training at the Sports Authority of India\'s Shilaroo centre where he will be accompanied by his coaches and support staff from the national camp. He is scheduled to join the rest of the team in France at a later stage.""The training camp in Saarbrucken will not just provide the Indian contingent an opportunity to spar with quality boxers from different countries it will also help them acclimatise well before the Games as the weather conditions in Germany are similar to the ones they will encounter in Paris"" PTI quoted Hemanta Kumar Kalita secretary generalBoxing Federation of India as saying in a release.Six Indian boxers comprising four female and two male athletes have secured their spots in the upcoming Olympic Games. The majority of these pugilists five in total will undergo training in Germany until July 22 before making their way to Paris for the highly anticipated event.Vijender Singh made history by clinching India\'s first Olympic boxing medal a bronze in Beijing back in 2008. The iconic MC Mary Kom further added to the nation\'s tally with another bronze medal in the 2012 London Games.Among the current contingent Lovlina is on a mission to etch her name in the record books. She aims to become only the third Indian boxer and the second woman from the country to achieve the remarkable feat of winning consecutive Olympic medals following her bronze medal triumph in Tokyo.']",,,,
,,,,,,,
138,['Lovlina Borgohain bags silver medal at Grand Prix 2024 boxing tournament'],"[""Lovlina Borgohain Tokyo 2020 bronze medalist won silver in the women's 75kg category at the Grand Prix 2024 in the Czech Republic. The round-robin tournament saw her win against England's Chantal Reid but lose to Cindy Ngamba and Li Qian. Borgohain's performance is part of her preparation for the Paris 2024 Olympics."""," ""Lovlina Borgohain (PTI Photo)NEW DELHI: The 2020 Tokyo Olympics bronze medalist Lovlina Borgohain secured a silver medal in the women's 75kg category at the Grand Prix 2024 boxing tournament held in the Czech Republic from June 12th to 15th.The tournament followed a round-robin format. Borgohain's campaign included a 3-2 victory against England's Chantal Reid a 0-5 loss to Cindy Ngamba of the Olympic Refugee team and a close 2-3 defeat against China's Li Qian in the final bout.Borgohain's silver medal performance comes as part of her preparation for the upcoming Paris 2024 Olympics where she aims to improve upon her bronze medal achievement from Tokyo 2020. She is part of a strong six-member Indian boxing contingent that has qualified for the Paris Games.The Indian boxing team for Paris 2024 comprises a mix of experienced Olympians and rising stars. Joining Borgohain in the women's categories are two-time world champion Nikhat Zareen (50kg) and Preeti Pawar (54kg). The men's team features Amit Panghal (51kg) Nishant Dev (71kg) and Jaismine Lamboria (57kg).  BY TABOOLASPONSORED LINKSYOU MAY LIKEUnused Cars with Zero Miles: Get Them For Almost NothingUnsold Cars | Search AdsLearn MoreThe qualification pathway for the Indian boxers involved securing quotas through both the Asian Games and the World Qualification events. Borgohain Zareen and Pawar secured their Olympic berths through their performances at the 2022 Asian Games in Hangzhou. Amit Nishant and Jaismine earned their spots by reaching the quarterfinals of their respective weight categories at the World Qualification tournament held in June.The Indian contingent carries the weight of high expectations at the Paris Olympics aiming to surpass the nation's historic medal haul from Tokyo 2020.India achieved its best-ever Olympic performance in Tokyo securing seven medals including a coveted gold. The boxing team played a significant role in that success and the athletes are determined to build upon that legacy in Paris.""]",,,,
,,,,,,,
139,"[""Amit Panghal wants to train at SAI's high-altitude training in Shillaru ahead of Paris Olympics""]","[""Amit Panghal the Olympic-bound world championships silver medallist boxer has expressed his desire to train at SAI's high-altitude training centre in Shillaru for the Paris Games instead of preparing abroad. The Netaji Subhash High Altitude Training Centre in Shillaru Himachal Pradesh is where Panghal believes he can strengthen his endurance an area he has been focusing on.Read More"""," 'Amit Panghal. (Pic Credit - X)NEW DELHI: Amit Panghal the Olympic-bound world championships silver medallist boxer has expressed his desire to train at SAI\'s high-altitude training centre in Shillaru for the Paris Games instead of preparing abroad.The Netaji Subhash High Altitude Training Centre in Shillaru Himachal Pradesh is where Panghal believes he can strengthen his endurance an area he has been focusing on.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitch""I am planning for high-altitude training in Shilaroo. If that happens it will be great for me"" Panghal said in a press conference facilitated by SAI in collaboration with IOA and BFI.""I am focussing on endurance. After cutting weight I feel fatigued in the third round. So I am working to increase it"" he added.  BY TABOOLASPONSORED LINKSYOU MAY LIKETop traders did $8M! Can you make it this year?iFOREXSign UpPanghal who made a remarkable comeback to the national team by winning the 51kg quota in the final qualifying tournament also cited dietary constraints as a reason for wanting to train in India.""I have an issue with the diet outside. I don\'t get anything to eat. And my weight is also less. Last time (ahead of the Tokyo Olympics) that was a huge problem"" he said referring to the Indian boxing contingent\'s training in Italy before the Tokyo Games.The 28-year-old former World No. 1 plans to continue seeking the advice of former Indian men\'s boxing coach Blas Iglesias Fernandes of Cuba who currently works as the High Performance Coach at the National Centre of Excellence Rohtak.""He makes you train smartly. I have had a very good experience training with him before qualifiers. Now I will train with him"" Panghal said.The Sports Ministry has invested a total of Rs 52.78 crore on boxers in the Paris Olympic cycle including Rs 42.50 crore assistance through ACTC (Annual calendar for training and competition).(With PTI inputs)']",,,,
,,,,,,,
140,['After Tokyo setback, Amit Panghal banking on both skills and luck to win in Paris'],"['Amit Panghal had never put much faith in the concept of fate until he faced a disappointing defeat at the Tokyo Olympics and the ensuing hardships. As he navigated through this difficult period Panghal came to the realisation that in order to secure a medal at the Paris Games he would require not only his remarkable abilities but also a touch of ""kismet"" or luck.'"," 'Amit Panghal. (Pic Credit - X)NEW DELHI: Amit Panghal had never put much faith in the concept of fate until he faced a disappointing defeat at the Tokyo Olympics and the ensuing hardships. As he navigated through this difficult period Panghal came to the realisation that in order to secure a medal at the Paris Games he would require not only his remarkable abilities but also a touch of ""kismet"" or luck.""After the Tokyo Olympics I have started believing in kismet"" Panghal told PTI on Wednesday.Panghal a name once synonymous with excellence in Indian boxing found himself at the peak of his career adorned with gold medals from the Asian Games and Asian Championships. His crowning achievement was a historic silver at the World Championships making him the sole Indian male boxer to attain such a feat.His exceptional performances propelled him to the coveted world number one ranking in his weight category establishing him as a strong contender for an Olympic medal.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy baby has one last chance to survive but she needs helpGive Hope IndiaDonate NowHowever fate had a different plan in store for Panghal. His Olympic aspirations were shattered following a devastating pre-quarterfinal exit. To add to his woes he lost his position in the national team based on the Boxing Federation of India\'s evaluation system which was formulated by the then High Performance Director Bernard Dunne.The constant rejections dealt a severe blow to Panghal\'s self-assurance causing him to doubt his own capabilities and question his future in the sport he once dominated.""Jo humare foreign coaches unka muh dekh kar toh nahi lag raha tha mere samay aayega par kismat mein hota hai toh sabko milta hai (Looking at our coaches\' faces I did not feel that my time would come. But you get what is written in your destiny)"" Panghal said.During this challenging phase his coach Anil Dhankar played a pivotal role in motivating him.""Acha toh kya hi lagega uss time. Jab aapko khelna hain aur khelne hi nahi diya jaa raha hai. (How would you feel fine when you want to play and you\'re not being allowed to do so).""However his time eventually arrived. After Deepak Bhoria failed to secure a quota in the 51kg category after two attempts Panghal was selected for the final qualifying event.This opportunity represented his first and only chance to qualify for the Olympics and he seized it with aplomb. In Paris he will undoubtedly be eager to exorcise the ghosts of a disappointing Tokyo Games.""Feeling quite good"" Panghal said half-heartedly when asked how was the feeling.After enduring a challenging few years the reserved southpaw who has secured medals in all major events except the Olympics has emerged as a firm believer in ""kismet"".""There was no pressure of going into the qualifiers. I was a little scared in the beginning because it was a big tournament.""I was also scared that a head butt doesn\'t happen. Whenever I go to play after a long time I am scared that it will happen. It was also the last shot to win a quota.""With rare participation in international events over the last three years Panghal had to address numerous aspects of his game especially considering that he learned about his selection barely a month before the event.""I worked on everything. I worked on rest the rest between bouts. And on endurance because I had not gone to competitions in a while. I was only training and power and strength doesn\'t come only in training and you have to compete as well.""I got to know less than one month before the tournament that I have been selected to play. I did not know if I\'d be able to go. I used to be involved in training.""Panghal and Nishant Dev (71kg) are the sole two Indian male boxers who have secured a spot for the Paris Olympics.(With PTI inputs)']",,,
,,,,,,,
141,['Jaismine Lamboria secures spot in Paris Olympics with impressive quarterfinal victory'],"[""Jaismine Lamboria secures spot in Paris Olympics after reclaiming women's 57kg quota for India with dominant quarterfinal victory at 2nd World Qualification Tournament."""," ""Jasmine Lamboria (X Photo)NEW DELHI: Amit Panghal the silver medallist at the World Championships and national champion Jaismine Lamboria secured their spots in the Paris Olympics with contrasting quarterfinal victories at the 2nd World Qualification Tournament.Panghal's return to the Indian team culminated in the fifth Olympic quota in boxing as the multiple-time Asian Championships medallist secured a hard-fought 5-0 win over China's Chuang Liu for a ticket to his second Games.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchJaismine after dropping down from 60kg reclaimed the women's 57kg quota for India which had to be forfeited after holder Parveen Hooda was suspended for a whereabouts failure last month. Jaismine dominated her quarterfinal bout out-punching Marine Camara of Mali in a lopsided contest.  BY TABOOLASPONSORED LINKSYOU MAY LIKEUnused Cars with Zero Miles: Get Them For Almost NothingUnsold Cars | Search AdsLearn MoreJaismine's qualification adds to the list of Indian boxers who have booked their berths for the Olympics. She joins the ranks of Nishant Dev (71kg) Nikhat Zareen (50kg) Preeti Pawar (54kg) and Lovlina Borgohain (75kg) along with Panghal.Panghal's journey to Paris wasn't easy as he lost his place in the national team to world championship bronze medallist Deepak Bhoria based on the Boxing Federation of India's evaluation system for the earlier two qualifying events. However he made the most of his opportunity in this tournament. Since the Tokyo Olympics Panghal has competed in the Commonwealth Games where he won gold and the Strandja Memorial tournament where he emerged victorious earlier this year.Panghal and Jaismine's qualification for the Paris Olympics not only demonstrates their skill in the ring but also emphasizes the depth of talent within Indian boxing. The blend of seasoned veterans and promising newcomers makes India's boxing team a formidable force for the upcoming Olympics.Their journey to Olympic qualification highlights the resilience and determination needed to overcome obstacles in the sporting world. Their success stands as a source of inspiration for aspiring boxers throughout India reinforcing the nation's position in the global boxing landscape.With the Paris Olympics approaching Panghal Jaismine and their fellow qualifiers will focus on refining their training regimes aiming to secure podium finishes on the world's biggest stage.(Inputs from PTI)""]",,,,
,,,,,,,
142,['Boxer Amit Panghal clinches Paris Olympics spot'],['After winning the 2nd World Qualification Tournament in Bangkok boxer Amit Panghal secured an Olympic quota for the Paris Games by defeating Chuang Liu of China in a fierce match.'," ""TOI PhotoNEW DELHI: After winning the 2nd World Qualification Tournament in Bangkok on Sunday boxer Amit Panghal who finished second in the world championships earned an Olympic quota and qualified for the Paris Games.Panghal the only male silver medallist from India in the global tournament defeated Chuang Liu of China 5-0 in a fierce match to earn a spot at his second Olympic Games.As a result he becomes one of the four athletes-Nishant Dev (71 kg) Nikhat Zareen (50 kg) Preeti Pawar (54 kg) and Lovlina Borgohain (75 kg). They've all reserved spots for the Olympics.The 2018 Asian Games champion Panghal made the most of his one and only chance to compete in the Olympics in Paris.Panghal's struggles have been exacerbated by the fact that he was demoted from the national squad by world championship bronze medallist Deepak Bhoria who participated in the two previous qualifying tournaments based on the BFI's grading criteria.The Haryana boxer's lone major competition since the Tokyo Olympics was the 2022 Commonwealth Games when he took home the gold medal.Earlier in the year he also won the renowned Strandja Memorial tournament.The quarterfinal fight got off to a fairly calm start as the boxers tried to gauge one another. Liu attacked Panghal after the first minute of the fight. The Indian who was shorter than average had trouble finding his range. He did manage to hit a few scoring shots but he didn't play much.Panghal a three-time medallist at the Asian Championship altered his approach after falling behind 1-4. He launched an offensive making a good start to the second round.The Chinese boxer returned fire landing some counterpunches but Panghal persisted in landing punches and closed the round strongly convincing the panel of five judges to give him the benefit of the doubt.During the final three minutes Liu altered his strategy and approached Panghal more closely. The bout was intense with both competitors exchanging punches and going at it head-to-head. Ultimately the former world champion won.Later in the day Olympic quotas will also be sought after by Jaismine Lamboria (57 kg) and Sachin Siwach (57 kg).(With PTI inputs)""]",,,,
,,,,,,,
