Artical Id,Artical Title,Artical Data,
,,,
225,['Damian Lillard and his agent were warned in an NBA memo that any comments suggesting that the Portland Trail Blazers star guard wants a trade only to the Miami Heat will be subject to league discipline as will any similar behavior from other players according to multiple reports.'," '(AP Photo)Damian Lillard and his agent were warned in an NBA memo that any comments suggesting that the Portland Trail Blazers star guard wants a trade only to the Miami Heat will be subject to league discipline as will any similar behavior from other players according to multiple reports.The NBA issued the memo Friday to all 30 teams stating that the league had met with Lillard and his agent Aaron Goodwin to discuss comments regarding Lillard\'s July 1 request to be traded only to the Miami Heat.Goodwin recently told The Oregonian that negotiating with a team on a trade that may be ""futile in the end"" is ""not fair.""He also told the Miami Herald ""I do what I should for my client. Some teams I did call. Other teams have called me. It\'s a respectful relationship with most teams. Truthfully he wants to play in Miami. Period.""  BY TABOOLASPONSORED LINKSYOU MAY LIKELearn about hotel management diplomahotel management diploma | Search AdsLearn MoreGoodwin also was accused of warning other teams against bidding for Lillard because he only wanted to play for the Heat and would not give full percent effort to another team. Goodwin reportedly denied issuing such a warning.""Goodwin and Lillard affirmed to us that Lillard would fully perform the services called for under his player contract in any trade scenario"" the statement reads in part.The NBA memo also said the National Basketball Players Association had been cautioned the message applies to all players.""We have advised Goodwin and Lillard that any future comments made privately to teams or publicly suggesting Lillard will not fully perform the services called for under his player contract in the event of a trade will subject Lillard to discipline by the NBA"" the memo said. ""We also have advised the Players Association that any similar comments by players or their agents will be subject to discipline going forward.""Lillard a seven-time All-Star finished last season with career-highs in points per game (32.2) field goal percentage (46.3) free throws attempted per game (9.6) 3-pointers made (4.2) and attempted (11.3) per game. He also averaged 7.3 assists and 4.8 rebounds through 58 games.Lillard 33 has spent his entire career with Portland since being drafted with the No. 6 pick in the 2012 NBA Draft.The full text of the memo is below per multiple reports:""Recent media reports stated that Damian Lillard\'s agent Aaron Goodwin called multiple NBA teams to warn them against trading for Lillard because Lillard\'s only desired trade destination is Miami. Goodwin also made public comments indicating that Lillard would not fully perform the services called for under his player contract if traded to another team.""We interviewed Goodwin and Lillard and also spoke with several NBA teams to whom Goodwin spoke. Goodwin denied stating or indicating to any team that Lillard would refuse to play for them. Goodwin and Lillard affirmed to us that Lillard would fully perform the services called for under his player contract in any trade scenario. The relevant teams provided descriptions of their communications with Goodwin that were mostly though not entirely consistent with Goodwin\'s statements to us.""We have advised Goodwin and Lillard that any future comments made privately to teams or publicly suggesting Lillard will not fully perform the services called for under his player contract in the event of a trade will subject Lillard to discipline by the NBA. We also have advised the Players Association that any similar comments by players or their agents will be subject to discipline going forward.""']",
,,,
226,['LeBron James thanked fans on Thursday for their love and prayers for his son Bronny who suffered a cardiac arrest while training with the University of Southern California (USC) basketball team.'," 'Bronny James and Lebron James. (File Pic - AFP Photo)LeBron James thanked fans on Thursday for their love and prayers for his son Bronny who suffered a cardiac arrest while training with the University of Southern California (USC) basketball team.The 18-year-old son of the NBA\'s all-time leading scorer went into cardiac arrest on Monday and was rushed to hospital where he was placed in intensive care.His condition was later updated to stable.""I want to thank the countless people sending my family love and prayers"" posted James on messaging platform X formerly known as Twitter. ""We feel you and I’m so grateful.""Everyone doing great.""We have our family together safe and healthy and we feel your love.""Will have more to say when we’re ready but I wanted to tell everyone how much your support has meant to all of us!""Los Angeles Fire Department personnel had responded to a medical emergency call shortly before 9:30 a.m. local time on Monday morning at the Galen Center the team\'s home arena an LAFD spokesperson said on Tuesday.An adult male was treated and taken to the hospital according to the spokesperson who declined to disclose the patient\'s identity or details about the medical emergency.LeBron James who plays for the Los Angeles Lakers and is considered one of the greatest basketball players of all time has expressed interest in one day playing alongside his son in the NBA before his stellar career comes to a close.The incident comes a year after USC center Vince Iwuchukwu collapsed during practice after suffering heart failure. Iwuchukwu was revived by team\'s medical staff and played last season after recovering.It is also reminiscent of an incident in January when Buffalo Bills safety Damar Hamlin collapsed from a cardiac arrest during a Monday night NFL game in Cincinnati.Hamlin received life-saving CPR on the field as the frightening scene unfolded in front of a packed stadium and television audience. Hamlin who spent days in the hospital recovering plans to play this season.']",
,,,
227,"[""The NBA's Mexico City Game 2023 will feature the Atlanta Hawks and Orlando Magic on November 9 the league said on Wednesday."""," ""The NBA's Mexico City Game 2023 will feature the Atlanta Hawks and Orlando Magic on November 9 the league said on Wednesday.""]",
,,,
228,['Bronny James the eldest son of NBA superstar LeBron James is in a stable condition after suffering a cardiac arrest during a practice with his college basketball team the James family said on Tuesday.'," 'Bronny James. (AP Photo)LOS ANGELES: Bronny James the eldest son of NBA superstar LeBron James is in a stable condition after suffering a cardiac arrest during a practice with his college basketball team the James family said on Tuesday.Bronny James 18 collapsed on court while training with his University of Southern California team-mates on Monday in Los Angeles.""Yesterday while practicing Bronny James suffered a cardiac arrest"" a spokesperson for the James family said in a statement to AFP.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitch""Medical staff was able to treat Bronny and take him to the hospital. He is now in stable condition and no longer in ICU.  BY TABOOLASPONSORED LINKSYOU MAY LIKELearn about hotel management diplomahotel management diploma | Search AdsLearn More""We ask for respect and privacy for the James family and we will update media when there is more information.""LeBron and Savannah wish to publicly send their deepest thanks and appreciation to the USC medical and athletic staff for their incredible work and dedication to the safety of their athletes.""The TMZ.com celebrity news website reported that James was unconscious before being rushed to hospital following the cardiac incident.Bronny James committed to playing for the USC Trojans in May after becoming one of the top prospects in US high school basketball.He capped a stellar senior year campaign at the exclusive Sierra Canyon school in Los Angeles with 15 points in an all-star game of top college candidates sinking five 3-pointers.His famous father -- the NBA\'s all-time leading scorer as well as a four-time NBA champion and four-time NBA Most Valuable Player -- has long spoken of his desire to extend his career in order to play in the league with his son.Teen star James could be eligible for the NBA Draft after one season for the Trojans who are expected to have a strong squad next season.Some analysts have already marked James as a likely top-10 selection in the 2024 NBA Draft.Bronny James would turn 20 in October of 2024 the same month that the 2024-25 NBA campaign will start. His father would turn 40 in December of 2024.']",
,,,
229,['Jaylen Brown has agreed to a five-year $304 million supermax contract extension with the Boston Celtics that will make the forward the highest paid player in the NBA according to multiple media reports on Tuesday.'," ""Jaylen Brown. (AP Photo)Jaylen Brown has agreed to a five-year $304 million supermax contract extension with the Boston Celtics that will make the forward the highest paid player in the NBA according to multiple media reports on Tuesday.The third overall pick in the 2016 draft Brown averaged a career-high 26.6 points 6.9 rebounds and 3.5 assists a game last season helping Boston reach the Eastern Conference finals.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchA twice NBA All-Star Brown will earn $28.5 million next season before his extension begins in 2024 averaging $60.8 million a year.Brown's supermax deal tops two-time Most Valuable Player and reigning Finals MVP Nikola Jokic for the richest contract in NBA history.The distinction of being the NBA's highest paid player may not last long with Brown's Celtics team mate Jayson Tatum poised to assume the title next year when he becomes eligible for a supermax contract.""]",
,,,
230,"[""Beijing's basketball association has said that NBA star Kyle Anderson has acquired Chinese citizenship opening up the opportunity for the American-born forward to play for the Asian giant on the international stage."""," ""Beijing's basketball association has said that NBA star Kyle Anderson has acquired Chinese citizenship opening up the opportunity for the American-born forward to play for the Asian giant on the international stage.""]",
,,,
231,"[""The NBA Board of Governors has voted to approve Michael Jordan's sale of the Charlotte Hornets to an ownership group led by Gabe Plotkin and Rick Schnall according to a person familiar with the situation."""," ""The NBA Board of Governors has voted to approve Michael Jordan's sale of the Charlotte Hornets to an ownership group led by Gabe Plotkin and Rick Schnall according to a person familiar with the situation.""]",
,,,
232,"[""The National Basketball Association (NBA) revealed on Wednesday that the Brooklyn Nets will take on the Cleveland Cavaliers in the 'Paris Game' in the upcoming season."""," ""The National Basketball Association (NBA) revealed on Wednesday that the Brooklyn Nets will take on the Cleveland Cavaliers in the 'Paris Game' in the upcoming season.""]",
,,,
233,"['Philadelphia 76ers star Joel Embiid has given fans a jolt with an interview gaining steam on social media on Monday discussing his desire to win an NBA title ""in Philly or anywhere else.""'"," 'File image of Joel Embiid (Twitter Photo)LOS ANGELES: Philadelphia 76ers star Joel Embiid has given fans a jolt with an interview gaining steam on social media on Monday discussing his desire to win an NBA title ""in Philly or anywhere else.""The big man from Cameroon broke through for a first NBA Most Valuable Player award last season his eighth with the 76ers.But Philadelphia were eliminated by the Boston Celtics in the second round of the NBA playoffs later sacking coach Doc Rivers and hiring former Toronto coach Nick Nurse.""I just want to win a championship. Whatever it takes"" Embiid said in an interview with LeBron James\'s longtime friend and business partner Maverick Carter that occurred on Thursday at the Uninterrupted Sports Film Festival.""I don\'t know where that\'s going to be whether it\'s in Philly or anywhere else I just want to have a chance to accomplish that. I want to see what it feels like to win that first one and then you can think about the next one.""It\'s not easy but it takes more than one or two three guys. You\'ve got to have good people around you and myself every single day I work hard to be at that level so I can make it happen. So every single day I\'m working towards that.""(AI image)By Monday the interview was popping up on social media sites alongside speculation that it signalled Embiid could soon be seeking to force a trade.The 76ers are already reportedly pursuing options for trading All-Star guard James Harden who opted into this $35.6 million contract for next season so that the team could work out a deal with another team.Embiid who signed a four-year $213 million contract extension in 2021 that runs through 2027 said last month that he hoped Harden might change his mind and decide to stay.']",
,,,
234,['The Philadelphia 76ers have signed Filip Petrusev and Azuolas Tubelis to contracts. Details of the contracts were not disclosed in accordance with team policy.'," ""The Philadelphia 76ers have signed Filip Petrusev and Azuolas Tubelis to contracts. Details of the contracts were not disclosed in accordance with team policy.Filip Petrusev a 6-foot-11 big man was selected as the No. 50 pick in the 2021 NBA Draft. He played college basketball at Gonzaga from 2018 to 2020 and was named the league MVP while playing for KK Mega Basket in the Adriatic Basketball Association in Serbia.In the following season he played for Serbian club Crvena zvezda averaging 11.0 points and 4.9 rebounds shooting 57.3 percent.Petrusev joined the 76ers' team in the Las Vegas Summer League where he showcased his skills by shooting 61.1 percent averaging 12.5 points and 4.5 rebounds in two games.Azuolas Tubelis a 21-year-old undrafted rookie was a second-team All-American in the 2022-23 season while playing for Arizona. Standing at 6-foot-11 Tubelis averaged team-highs of 19.8 points and 9.1 rebounds in 35 games (34 starts) for the Wildcats.He was also named first-team All-Pac 12 and earned the title of most outstanding player in the conference tournament.The signings of Petrusev and Tubelis add promising young talents to the 76ers' roster bolstering their depth and potential for the upcoming season.(With Reuters inputs)""]",
,,,
235,"[""Los Angeles Lakers' legend LeBron James will once again wear No. 23 from the next NBA season. He had been wearing No. 6 in last two seasons to honour Bill Russell."""," 'LeBron James (AFP Photo)Los Angeles Lakers\' legend LeBron James will once again wear No. 23 from the next NBA season. He had been wearing No. 6 in last two seasons to honour Bill Russell.In August last year the NBA had retired No. 6 after Russell\'s death.The NBA for the first time ever retired Russell\'s No. 6 last August after his death. However James then and now was grandfathered to wear it since he had been already.HE wore No. 6 for the four seasons he played in Miami.(AI image)""It\'s LeBron\'s decision"" James\'s agent Rich Paul of Klutch Sports told ESPN on Saturday night. ""He chose to out of respect for Bill Russell.""It will be James\'s 21st season NBA season.(With agency inputs)']",
,,,
236,"['LeBron James acknowledged on Wednesday night that a few months ago he was questioning to himself his ability to keep performing ""without cheating the game"" and to still ""give everything to the game."" While accepting an award at the ESPYs in Los Angeles James announced his decision to play for a 21st season. ""The day I can\'t give everything on the floor is the day I\'ll be done. Lucky for you guys that day is not today"" James said on Wednesday.'"," 'LeBron James (AFP photo)LeBron James acknowledged on Wednesday night that a few months ago he was questioning to himself his ability to keep performing ""without cheating the game"" and to still ""give everything to the game.""While accepting an award at the ESPYs in Los Angeles James announced his decision to play for a 21st season.""The day I can\'t give everything on the floor is the day I\'ll be done.Lucky for you guys that day is not today"" James said on Wednesday.A four-time NBA champion and four-time league Most Valuable Player James had indicated that retirement was a possibility. It came just after the Los Angeles Lakers were swept by the eventual NBA champion Denver Nuggets in the Western Conference Finals.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadJames played all but four seconds in Game 4. He scored 40 points and had a floater that could have tied the game blocked in the final seconds.""Going forward with the game of basketball I\'ve got a lot to think about"" he said as he finished meeting with reporters that night. When asked to elaborate on that comment he said ""If I want to continue to play.""James who has been the Finals MVP four times and is a 19-time All-Star averaged 28.9 points last season slightly up from his career average of 27.2 per game. He averaged 8.3 rebounds and 6.8 assists in over 35 minutes.His 50 percent field goal percentage was near the middle of his annual numbers and his 32.1 percent on 3-pointers was his fifth-lowest.The Lakers were 13-20 after losing 124-115 at Dallas on Christmas Day. Buoyed by several roster moves they went 30-19 the rest of the way then defeated the visiting Minnesota Timberwolves in overtime in the play-in round to claim the No. 7 seed in the playoffs.Los Angeles defeated the second-seeded Memphis Grizzlies and No. 6 Golden State Warriors -- each in six games -- to reach the conference final.James\' 21st season will be the longest active run in the NBA and tie him with Robert Parish Kevin Willis Kevin Garnett and Dirk Nowitzki. They trail only the 22-year career of Vince Carter.']",
,,,
237,"[""NBA team owners approved rule changes on Tuesday creating an in-game flopping penalty and expanded coach's video replay challenge starting next season the league announced. The NBA's Competition Committee -- which includes players coaches referees club owners team executives and representatives from the National Basketball Players Association -- unanimously recommended both changes to the full board of team owners."""," ""(Getty Images)NEW YORK: NBA team owners approved rule changes on Tuesday creating an in-game flopping penalty and expanded coach's video replay challenge starting next season the league announced.The NBA's Competition Committee -- which includes players coaches referees club owners team executives and representatives from the National Basketball Players Association -- unanimously recommended both changes to the full board of team owners.The new flopping rule adopted on a one-season trial basis says that when a game official calls a player for a flop -- a motion deliberately trying to entice a referee foul call on another player -- an offending player will be issued a technical foul and the opposing team will be awarded one free throw attempt.A player will not be ejected from a game based on flopping violations.Referees will not be required to stop play to call a flopping violation allowing teams with an offensive opportunity to keep going until the game's next natural stoppage.Referees can call both a foul and a flopping violation on the same play.While flopping violations are not reviewable under a coach's challenge they can be called during a referee's replay review triggered by a coach's challenge or a referee-initiated replay review of certain types of called fouls.The NBA will continue to look at flopping after games with fines modified to match technical fouls starting at $2000 and increasing for repeat offenders.The coach's challenge change gives teams a second challenge if their first challenge is successful.Teams must continue to use a timeout to trigger a challenge. They would not be able to challenge without a timeout available.Teams can continue to keep the timeout after a first challenge if successful but will not retain the timeout used for a second challenge whether or not it is successful.""]",
,,,
238,['Wembanyama had contrasting first couple of games in the Spurs jersey but his overall numbers from the two outings were impressive averaging 18 points 10 rebounds and 4 blocks while shooting at a 41 percent success rate.'," 'Victor Wembanyama (AFP Photo)The San Antonio Spurs have decided that NBA\'s hot pick Victor Wembanyama won\'t take any further participation in the Summer League.Wembanyama had contrasting first couple of games in the Spurs jersey but his overall numbers from the two outings were impressive averaging 18 points 10 rebounds and 4 blocks while shooting at a 41 percent success rate.During Sunday\'s game against the Portland Trail Blazers he recorded an impressive stat line of 27 points and 12 rebounds despite the team\'s loss.In his debut game against the Charlotte Hornets and the No. 2 overall pick Brandon Miller Wembanyama struggled from the field shooting just 2-for-13.""I know I got to talk with Pop"" Wembanyama said on Sunday about discussing playing more games with coach Gregg Popovich. ""I\'m going to listen to what he\'s going to say but I\'m ready to make any sacrifice for the team and give 100 percent.""(AI image)Looking ahead the San Antonio Spurs have Summer League games coming up against against the Washington Wizards on Tuesday followed by a game on Friday against the Detroit Pistons.(With agency inputs)']",
,,,
239,['With sovereign wealth funds starting to shovel money into sports teams and leagues across the country NBA commissioner Adam Silver said Monday that he does not see any state-owned investment groups becoming the controlling owner of an NBA franchise anytime soon.'," 'File image of NBA commissioner Adam Silver (Photo by Takashi Aoyama/Getty Images)With sovereign wealth funds starting to shovel money into sports teams and leagues across the country NBA commissioner Adam Silver said Monday that he does not see any state-owned investment groups becoming the controlling owner of an NBA franchise anytime soon.Per the NBA\'s investment rules the controlling owner of an NBA franchise must own at least 15 percent of the franchise.If a sovereign wealth fund wants to get involved it must have a passive investment in the organization that is worth no more than five percent. A prime example of this is the Qatar sovereign wealth fund which last month agreed to purchase a five-percent stake in Monumental Sports and Entertainment the controlling owner of the Washington Wizards the WNBA\'s Washington Mystics and the NHL\'s Washington Capitals.Silver wants to make sure that individuals are the ones that are primarily governing teams though.""I don\'t want to say what could ever happen but there\'s no contemplation right now"" Silver said in Las Vegas. ""I mean it\'s very important to us putting aside sovereign wealth funds that individuals are in a position to control our teams be responsible to the fans be responsible to their partners and to the players.""It\'s very important to us that there be a person (in charge) and this is independent of sovereign wealth funds. I think that in terms of the connection with the community the connection with the players and their other partners in the league.""(AI image)One of the most notable sovereign wealth funds as it relates to the sports is Saudi Arabia\'s Public Investment Fund which funds LIV Golf. The PGA Tour created shockwaves across the golf world last month when it announced it planned to enter a merger with LIV.']",
,,,
240,['Stewart 22 averaged career highs in minutes (28.3) and points (11.3) and posted a career-best 13 double-doubles. He also averaged 8.1 rebounds per game last season his third in the NBA.'," ""Isaiah Stewart (AP Photo)The Detroit Pistons and big man Isaiah Stewart have agreed on a four-year $64 million rookie extension ESPN and The Detroit News reported Monday night.Stewart 22 averaged career highs in minutes (28.3) and points (11.3) and posted a career-best 13 double-doubles. He also averaged 8.1 rebounds per game last season his third in the NBA. He started 47 of 50 games before a shoulder injury in March cut his season short.The Detroit News reported the first three years of the deal are guaranteed with a fourth-year team option.According to ESPN this would be the Pistons' first rookie extension since 2008 and the first under Tom Gores' ownership. Gores' private-equity firm bought the club in 2011 before he took sole possession of the team in 2015.(AI image)Pistons general manager Troy Weaver and Stewart's agent Drew Gross hammered out the deal in Las Vegas during the NBA Summer League ESPN reported.The Portland Trail Blazers drafted Stewart No. 16 overall out of Washington in 2020 but soon traded him to Detroit. Among other players drafted in 2020 who also signed rookie extensions this season are top pick Anthony Edwards (Minnesota) LaMelo Ball (Charlotte) Tyrese Haliburton (Indiana) and Desmond Bane (Memphis) though unlike Stewart's deal those were all max rookie extensions.""]",
,,,
241,['Although the Spurs suffered an 80-85 loss to Portland in the NBA Summer League game on Sunday the 19-year-old French center Wembanyama made a significant impact by scoring 27 points.'," 'Victor Wembanyama (AFP Photo)In his second game with the San Antonio Spurs Victor Wembanyama the top draft pick of the NBA showcased notable improvement on Sunday. Although the Spurs suffered an 80-85 loss to Portland in the NBA Summer League the 19-year-old French center made a significant impact by scoring 27 points.Standing tall at 7 feet 4 inches Wembanyama has been widely regarded as the most promising NBA prospect since the emergence of LeBron James two decades ago.However his initial encounter with NBA-level talent served as a wake-up call.Nevertheless in his second game Wembanyama demonstrated his skills by securing a game-high 12 rebounds blocking three shots and even making a steal. He accomplished all of this in just under 27 minutes on the court illustrating his growing prowess and potential.""It\'s just me getting comfortable with myself and my body"" he said. ""Before today I had two practices and one game. I was just getting going.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-Road""It\'s normal to get better every game. I had so much stuff going on with the draft and the game so it makes sense.""Wembanyama sank 9-of-14 shots from the floor 2-of-4 from 3-point range and 7-of-12 from the free throw line.""He was a tough matchup for us"" said Portland guard Michael Devoe who scored a game-high 29 points.""We just wanted to be physical with him and try to make him make tough shots over us. He did a great job but I think defensively we did a great job too.""During his debut on Friday Wembanyama faced some challenges posting a modest nine points eight rebounds five blocked shots and three assists in a little over 27 minutes of play. The Spurs emerged victorious with a score of 76-68 against Charlotte.Wembanyama\'s shooting performance however proved to be a struggle. He made only 2 of 13 shots from the field and connected on just 1 of 6 attempts from beyond the arc. Despite these difficulties Wembanyama showcased his defensive skills with multiple blocked shots and contributed to the team\'s overall success in securing the win on Friday.""In the past month I don\'t think basketball was 50% of my schedule"" Wembanyama said. ""I can\'t stand it. I know it\'s a special moment in my life but I\'m glad it\'s over.""I just want to hoop work out lift because this is my life. It just makes me better for the future.""Against the Trail Blazers Wembanyama looked more comfortable with the Spurs offensive schemes something he said was a problem in his first game and was able to make dunks and grab attacking rebounds.""I wish we would have won the game"" he said. ""I think I could have done more to help my teammates win this game. We\'ve got to keep learning.""Wembanyama sank a late 3-pointer to lift the Spurs within 79-78 with 1:58 remaining but Devoe answered with a 3-pointer for Portland and the Spurs never came so close again.""They could see us developing"" Wembanyama said. ""In the fourth we were really dominating. It shows the real personality of the team.""The Summer League featuring young prospects trying to earn a place on NBA rosters marks Wembanyama\'s first games in a Spurs uniform and a hint of what he might face against more veteran competition when the NBA regular season begins in October.""Here players are just flying. There\'s more pushing on the ground"" Wembanyama said. ""Creatively it\'s just the best in the world. Way more talent. I like this better.""Wembanyama said after his first practice that he wasn\'t going to play more than two Summer League games. The Spurs\' next play Tuesday against Washington and face Detroit on Friday.(AI image)""I need to sit down with the Spurs to see what the next months are going to be like when to go on vacation when to start back working out where I\'m going to practice"" he said.""We\'ve got two or three great months that are coming. They are going to change my life.""The Spurs announced Saturday that 74-year-old coach and president of basketball operations Gregg Popovich has signed a new five-year contract with the club.He\'s the longest-tenured coach in US sports has guided the Spurs to five NBA titles and the US team to Tokyo Olympic gold.""It\'s a sign from him and from the franchise that they care about the project"" Wembanyama said. ""There\'s something great starting.""(With agency inputs)']",
,,,
242,['The Philadelphia 76ers retained restricted free agent forward/center Paul Reed on Sunday night by matching a three-year $23 million offer sheet he signed with the Utah Jazz a day earlier.'," ""The Philadelphia 76ers retained restricted free agent forward/center Paul Reed on Sunday night by matching a three-year $23 million offer sheet he signed with the Utah Jazz a day earlier.While the 76ers did not officially reveal terms of the deal ESPN reported that the team waited until less than two hours before Sunday's 11:59 p.m. ET deadline to tell Utah that they had opted to match the sheet.The contract carried some intrigue since the initial season on the matched offer sheet is fully guaranteed with Years 2 and 3 to become guaranteed if Reed's team reaches the conference semifinals in 2023-24 -- with those playoff benchmarks seemingly more attainable for the contending 76ers than the rebuilding Jazz.(AI image)Additionally by matching the offer the 76ers will exceed the league's $165 million luxury-tax threshold and incur a $14 million penalty per ESPN.A second-round pick by Philadelphia in 2020 the 24-year-old Reed averaged 4.2 points and 3.8 rebounds in 69 games (two starts) in 2022-23 his third NBA season.""]",
,,,
243,['Renowned coach and president of basketball operations for the San Antonio Spurs Gregg Popovich has agreed to a new five-year contract with the NBA club as announced on Saturday.'," ""Gregg Popovich (AP Photo)NEW DELHI: Renowned coach and president of basketball operations for the San Antonio Spurs Gregg Popovich has agreed to a new five-year contract with the NBA club as announced on Saturday.This ensures that Popovich a legendary figure in the coaching realm at 74 years old will continue to be a guiding force for the team for the years to come including their latest acquisition 19-year-old French prodigy Victor Wembanyama who was selected as the top pick in the NBA Draft.Since taking over as coach of the Spurs in 1996 Popovich has led the team to five NBA titles solidifying his status as the longest-tenured coach in any major US sports league. Additionally he recently coached a team of NBA stars to a gold medal at the Tokyo Olympics.The announcement of Popovich's return was made through a concise two-sentence statement which did not disclose the financial details. However according to ESPN's sources his new deal as both coach and top personnel decision maker is valued at over $80 million surpassing the reported six-year $78.5 million contract that Monty Williams signed with the Detroit Pistons.As a three-time NBA Coach of the Year Popovich holds the record for the most wins in NBA history with an impressive career record of 1366-761. He is renowned for his expertise in working with big men and nurturing global talent making him the ideal mentor for easing Wembanyama's transition into the NBA.Popovich has previously achieved success with notable big man draft picks like David Robinson and Tim Duncan and he has played an instrumental role in developing international players such as France's Tony Parker and Argentina's Manu Ginobili who went on to become NBA stars and champions.""]",
,,,
244,['NBA made history by introducing its inaugural in-season tournament on Saturday.'," 'NEW DELHI: NBA made history by introducing its inaugural in-season tournament on Saturday.The tournament will feature all 30 teams and the groups for this exciting event have been unveiled. The culmination of the tournament will be the NBA Cup Final set to take place on December 9 in Las Vegas.NBA Commissioner Adam Silver expressed that the concept of an in-season tournament had been under discussion among league officials for the past 15 years.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchAfter careful consideration the NBA settled on a format inspired by the prestigious cup events in European football leagues. This decision marks a significant step forward for the NBA bringing a fresh and unique element to the league\'s regular season.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-Road""What a perfect opportunity for a global league like the NBA"" Silver said. ""It\'s a perfect fit for our game.""Silver did sound a cautionary note in hopes NBA fans would be patient at the start of the new competition.""It takes a little bit of time to establish a new tradition"" Silver said. ""All throughout sports we\'re seeing new innovations and now is the time for this in-season tournament. So here we go.""Six groups of five teams each three from the Eastern Conference and three from the Western Conference were randomly drawn based on last season\'s records.Each team will play two home and two road games in group play facing each group rival once.Those games will be played on Tuesdays and Fridays in November starting November 3 regular-season contests counting as tournament play except for US Election Day on November 7.Three group winners and the next-best team overall from each conference will advance to the eight-team knockout quarter-finals round and games on December 4-5.Those winners will advance to the semi-finals in Vegas on December 7 with the championship match two nights later.Each player on the NBA In-Season Tournament championship squad will receive $500000.""I\'m excited"" Golden State Warriors coach Steve Kerr said. ""I think it\'s going to add an element of excitement for the players and the coaches and the fans. I think it\'s a great idea.""The 67 games across both stages of the In-Season Tournament will count toward the regular-season standings except the final. All clubs will continue to play 82 regular-season games in the 2023-24 season.In the Western Conference Group A will consist of the Los Angeles Lakers Memphis Phoenix Utah and Portland.Group B will feature reigning NBA champion Denver New Orleans the Los Angeles Clippers Dallas and Houston while Group C includes Golden State San Antonio Oklahoma City Minnesota Sacramento.""I think we\'re going to be really surprising"" said San Antonio Spurs teen star and 2023 top draft pick Victor Wembanyama of France.In the Eastern Conference Group A includes Philadelphia Cleveland Atlanta Indiana and Detroit with Group B consisting of Milwaukee New York Miami Washington and Charlotte.Group C will feature Orlando Chicago Boston Brooklyn and Toronto.']",
,,,
245,"[""Free agent center Mo Bamba has signed a one-year deal with the Philadelphia 76ers. The specific terms of the contract were not disclosed but reports suggest that Bamba agreed to the veteran's minimum for the upcoming season. Interestingly Bamba attended Westtown School in West Chester Pennsylvania."""," ""Mo Bamba. (Twitter Photo)Free agent center Mo Bamba has signed a one-year deal with the Philadelphia 76ers. The specific terms of the contract were not disclosed but reports suggest that Bamba agreed to the veteran's minimum for the upcoming season. Interestingly Bamba attended Westtown School in West Chester Pennsylvania.With this signing Bamba and restricted free agent Paul Reed will serve as the primary backups to MVP Joel Embiid for the 2023-24 season.The 7-footer was waived by the Los Angeles Lakers on June 29 just before the start of free agency. The 25-year-old was originally selected as the sixth overall pick in the 2018 NBA Draft by the Orlando Magic.In the previous season Bamba only appeared in nine games for the Lakers and has played a total of 266 games with the Magic throughout his career.However he was a full-time starter for just one season participating in 69 games during the 2021-22 season. On average he has recorded 7.5 points and 5.8 rebounds per game throughout his career.One notable highlight in Bamba's career so far was a head-to-head matchup against Joel Embiid on January 19 2022 where he scored 32 points with seven 3-pointers. However Embiid outperformed him with 50 points and 12 rebounds shooting 17 of 23 from the field.(With Reuters inputs)""]",
,,,
